Gene_id	UniProt_AC	UniProt_ID	EntrezGene	symbol
Solyc04g047780.1	K4BRK6	K4BRK6_SOLLC		
Solyc04g047790.1	K4BRK7	K4BRK7_SOLLC		
Solyc04g047800.1	K4BRK8	K4BRK8_SOLLC		
Solyc04g047810.1	K4BRK9	K4BRK9_SOLLC		
Solyc04g047820.1	K4BRL0	K4BRL0_SOLLC		
Solyc04g047830.1	K4BRL1	K4BRL1_SOLLC		
Solyc04g047850.1	K4BRL2	K4BRL2_SOLLC		
Solyc04g047860.1	K4BRL3	K4BRL3_SOLLC		
Solyc04g047870.1	K4BRL4	K4BRL4_SOLLC	101267110	LOC101267110
Solyc04g047880.1	K4BRL5	K4BRL5_SOLLC		
Solyc04g047890.2				
Solyc04g047900.1	K4BRL7	K4BRL7_SOLLC		
Solyc04g048900.2	K4BRL8	K4BRL8_SOLLC	101262304	LOC101262304
Solyc04g048910.1	K4BRL9	K4BRL9_SOLLC		
Solyc04g048920.1	K4BRM0	K4BRM0_SOLLC		
Solyc04g048930.1	K4BRM1	K4BRM1_SOLLC		
Solyc04g048940.1	K4BRM2	K4BRM2_SOLLC		
Solyc04g048950.2	K4BRM3	K4BRM3_SOLLC	101261808	LOC101261808
Solyc04g048960.1	K4BRM4	K4BRM4_SOLLC		
Solyc04g048970.1	K4BRM5	K4BRM5_SOLLC		
Solyc04g048980.2	K4BRM6	K4BRM6_SOLLC		
Solyc04g048990.1	K4BRM7	K4BRM7_SOLLC		
Solyc04g049000.1	K4BRM8	K4BRM8_SOLLC		
Solyc04g049010.2	E5LBH0	E5LBH0_SOLLC	100147714	XRN4
Solyc04g049020.1	K4BRN0	K4BRN0_SOLLC		
Solyc04g049030.1	K4BRN1	K4BRN1_SOLLC		
Solyc04g049040.1	K4BRN2	K4BRN2_SOLLC		
Solyc04g049050.1	K4BRN3	K4BRN3_SOLLC		
Solyc04g049060.1	K4BRN4	K4BRN4_SOLLC		
Solyc04g049070.2	K4BRN5	K4BRN5_SOLLC		
Solyc04g049080.2	K4BRN6	K4BRN6_SOLLC		
Solyc04g049090.2	Q56BA6	Q56BA6_SOLLC	778228	MLO, MLO1
Solyc04g049100.1	K4BRN8	K4BRN8_SOLLC		
Solyc04g049110.1	K4BRN9	K4BRN9_SOLLC		
Solyc04g049120.2	K4BRP0	K4BRP0_SOLLC		
Solyc04g049130.2	K4BRP1	K4BRP1_SOLLC		
Solyc04g049140.2	K4BRP2	K4BRP2_SOLLC	101260929	LOC101260929
Solyc04g049150.1	K4BRP3	K4BRP3_SOLLC		
Solyc04g049160.2	K4BRP4	K4BRP4_SOLLC	101260223	LOC101260223
Solyc04g049170.1	K4BRP5	K4BRP5_SOLLC		
Solyc04g049180.2	K4BRP6	K4BRP6_SOLLC		
Solyc04g049190.1	K4BRP7	K4BRP7_SOLLC		
Solyc04g049200.1	K4BRP8	K4BRP8_SOLLC		
Solyc04g049210.1	K4BRP9	K4BRP9_SOLLC		
Solyc04g049220.1	K4BRQ0	K4BRQ0_SOLLC		
Solyc04g049230.1	K4BRQ1	K4BRQ1_SOLLC		
Solyc04g049240.1	K4BRQ2	K4BRQ2_SOLLC		
Solyc04g049250.1	K4BRQ3	K4BRQ3_SOLLC		
Solyc04g049260.1	K4BRQ4	K4BRQ4_SOLLC		
Solyc04g049270.1	K4BRQ5	K4BRQ5_SOLLC		
Solyc04g049280.1	K4BRQ6	K4BRQ6_SOLLC		
Solyc04g049290.1	K4BRQ7	K4BRQ7_SOLLC	101259330	LOC101259330
Solyc04g049300.1	K4BRQ8	K4BRQ8_SOLLC		
Solyc04g049310.1	K4BRQ9	K4BRQ9_SOLLC		
Solyc04g049320.1	K4BRR0	K4BRR0_SOLLC		
Solyc04g049330.2	K4BRR1	K4BRR1_SOLLC	101258944	LOC101258944
Solyc04g049340.2	K4BRR2	K4BRR2_SOLLC	101258746	LOC101258746
Solyc04g049350.2	Q42884	AROC1_SOLLC	544154	CS1
Solyc04g049360.2	Q6TAS3	ADCS_SOLLC	543912	ADCS, LOC543912, Solyc04g049360
Solyc04g049370.1	K4BRR4	K4BRR4_SOLLC		
Solyc04g049380.2	K4BRR5	K4BRR5_SOLLC		
Solyc04g049390.2	K4BRR6	K4BRR6_SOLLC		
Solyc04g049400.2	K4BRR7	K4BRR7_SOLLC		
Solyc04g049410.2	K4BRR8	K4BRR8_SOLLC	101257463	LOC101257463
Solyc04g049420.1	K4BRR9	K4BRR9_SOLLC		
Solyc04g049430.1	K4BRS0	K4BRS0_SOLLC		
Solyc04g049440.1	K4BRS1	K4BRS1_SOLLC		
Solyc04g049450.2	K4BRS2	K4BRS2_SOLLC	101257163	LOC101257163
Solyc04g049460.2	K4BRS3	K4BRS3_SOLLC		
Solyc04g049470.2	K4BRS4	K4BRS4_SOLLC		
Solyc04g049480.1	K4BRS5	K4BRS5_SOLLC		
Solyc04g049490.2	K4BRS6	K4BRS6_SOLLC	101256582	LOC101256582
Solyc04g049500.1	K4BRS7	K4BRS7_SOLLC		
Solyc04g049510.1	K4BRS8	K4BRS8_SOLLC		
Solyc04g049520.1	K4BRS9	K4BRS9_SOLLC		
Solyc04g049530.1	K4BRT0	K4BRT0_SOLLC		
Solyc04g049540.2	K4BRT1	K4BRT1_SOLLC		
Solyc04g049550.2	K4BRT2	K4BRT2_SOLLC	101255984	LOC101255984
Solyc04g049560.1	K4BRT3	K4BRT3_SOLLC		
Solyc04g049580.2	K4BRT4	K4BRT4_SOLLC		
Solyc04g049590.1	K4BRT5	K4BRT5_SOLLC		
Solyc04g049600.2	K4BRT6	K4BRT6_SOLLC		
Solyc04g049610.2	K4BRT7	K4BRT7_SOLLC		
Solyc04g049620.2	K4BRT8	K4BRT8_SOLLC		
Solyc04g049630.2	K4BRT9	K4BRT9_SOLLC	101255389	LOC101255389
Solyc04g049640.1	K4BRU0	K4BRU0_SOLLC		
Solyc04g049650.1	K4BRU1	K4BRU1_SOLLC		
Solyc04g049660.1	K4BRU2	K4BRU2_SOLLC	101255088	LOC101255088
Solyc04g049670.2	K4BRU3	K4BRU3_SOLLC		
Solyc04g049680.2	K4BRU4	K4BRU4_SOLLC		
Solyc04g049690.2	K4BRU5	K4BRU5_SOLLC	101254478	LOC101254478
Solyc04g049700.1	K4BRU6	K4BRU6_SOLLC		
Solyc04g049710.2	K4BRU7	K4BRU7_SOLLC	101253887	LOC101253887
Solyc04g049720.2	K4BRU8	K4BRU8_SOLLC		
Solyc04g049730.1	K4BRU9	K4BRU9_SOLLC		
Solyc04g049740.1	K4BRV0	K4BRV0_SOLLC		
Solyc04g049750.2	K4BRV1	K4BRV1_SOLLC		
Solyc04g049760.2	K4BRV2	K4BRV2_SOLLC		
Solyc04g049770.2	K4BRV3	K4BRV3_SOLLC		
Solyc04g049780.1	K4BRV4	K4BRV4_SOLLC		
Solyc04g049790.2	K4BRV5	K4BRV5_SOLLC	101252978	LOC101252978
Solyc04g049800.2	K4BRV6	K4BRV6_SOLLC	101252772	LOC101252772
Solyc04g049830.1	K4BRV7	K4BRV7_SOLLC		
Solyc04g049840.2	K4BRV8	K4BRV8_SOLLC		
Solyc04g049850.2	K4BRV9	K4BRV9_SOLLC	101252383	LOC101252383
Solyc04g049860.1	K4BRW0	K4BRW0_SOLLC		
Solyc04g049870.1	K4BRW1	K4BRW1_SOLLC		
Solyc04g049890.2	K4BRW2	K4BRW2_SOLLC		
Solyc04g049900.1	K4BRW3	K4BRW3_SOLLC		
Solyc04g049910.2	K4BRW4	K4BRW4_SOLLC	101251575	LOC101251575
Solyc04g049920.2	K4BRW5	K4BRW5_SOLLC	101251083	LOC101251083
Solyc04g049930.2	K4BRW6	K4BRW6_SOLLC		
Solyc04g049940.2	K4BRW7	K4BRW7_SOLLC		
Solyc04g049950.1	K4BRW8	K4BRW8_SOLLC		
Solyc04g049960.2	K4BRW9	K4BRW9_SOLLC	101250793	LOC101250793
Solyc04g049970.2	K4BRX0	K4BRX0_SOLLC		
Solyc04g049980.1	K4BRX1	K4BRX1_SOLLC		
Solyc04g049990.1	K4BRX2	K4BRX2_SOLLC		
Solyc04g050000.1	K4BRX3	K4BRX3_SOLLC		
Solyc04g050010.1	K4BRX4	K4BRX4_SOLLC	101248668	LOC101248668
Solyc04g050020.1	K4BRX5	K4BRX5_SOLLC		
Solyc04g050030.1	K4BRX6	K4BRX6_SOLLC		
Solyc04g050040.2	K4BRX7	K4BRX7_SOLLC	101250210	LOC101250210
Solyc04g050050.2	K4BRX8	K4BRX8_SOLLC		
Solyc04g050060.1	K4BRX9	K4BRX9_SOLLC		
Solyc04g050070.1	K4BRY0	K4BRY0_SOLLC		
Solyc04g050080.1	K4BRY1	K4BRY1_SOLLC		
Solyc04g050090.1	K4BRY2	K4BRY2_SOLLC		
Solyc04g050100.1	K4BRY3	K4BRY3_SOLLC		
Solyc04g050110.1	K4BRY4	K4BRY4_SOLLC		
Solyc04g050130.1	K4BRY5	K4BRY5_SOLLC		
Solyc04g050140.2	K4BRY6	K4BRY6_SOLLC	101249631	LOC101249631
Solyc04g050150.2	K4BRY7	K4BRY7_SOLLC		
Solyc04g050160.2	K4BRY8	K4BRY8_SOLLC		
Solyc04g050170.2	K4BRY9	K4BRY9_SOLLC	101249348	LOC101249348
Solyc04g050180.2	K4BRZ0	K4BRZ0_SOLLC		
Solyc04g050190.2	K4BRZ1	K4BRZ1_SOLLC		
Solyc04g050200.1	K4BRZ2	K4BRZ2_SOLLC		
Solyc04g050210.1	K4BRZ3	K4BRZ3_SOLLC	104647071	LOC104647071
Solyc04g050220.1				
Solyc04g050230.1	K4BRZ5	K4BRZ5_SOLLC		
Solyc04g050240.2	K4BRZ6	K4BRZ6_SOLLC	101247715	LOC101247715
Solyc04g050250.1	K4BRZ7	K4BRZ7_SOLLC		
Solyc04g050260.1	K4BRZ8	K4BRZ8_SOLLC	101245154	LOC101245154
Solyc04g050270.1	K4BRZ9	K4BRZ9_SOLLC		
Solyc04g050280.1	K4BS00	K4BS00_SOLLC		
Solyc04g050290.1	K4BS01	K4BS01_SOLLC		
Solyc04g050300.1	K4BS02	K4BS02_SOLLC		
Solyc04g050310.2	K4BS03	K4BS03_SOLLC		
Solyc04g050320.1	K4BS04	K4BS04_SOLLC		
Solyc04g050330.1	K4BS05	K4BS05_SOLLC		
Solyc04g050340.1	K4BS06	K4BS06_SOLLC		
Solyc04g050350.1	K4BS07	K4BS07_SOLLC		
Solyc04g050360.1	K4BS08	K4BS08_SOLLC		
Solyc04g050370.1	K4BS09	K4BS09_SOLLC		
Solyc04g050380.1	K4BS10	K4BS10_SOLLC		
Solyc04g050390.1	K4BS11	K4BS11_SOLLC		
Solyc04g050400.1	K4BS12	K4BS12_SOLLC		
Solyc04g050410.1	K4BS13	K4BS13_SOLLC		
Solyc04g050420.1	K4BS14	K4BS14_SOLLC		
Solyc04g050430.1	K4BS15	K4BS15_SOLLC		
Solyc04g050440.2	K4BS16	K4BS16_SOLLC	544110	
Solyc04g050450.1	K4BS17	K4BS17_SOLLC		
Solyc04g050470.2	K4BS18	K4BS18_SOLLC	101247210	LOC101247210
Solyc04g050480.2	K4BS19	K4BS19_SOLLC	101246918	LOC101246918
Solyc04g050490.2	K4BS20	K4BS20_SOLLC	101246624	LOC101246624
Solyc04g050510.2	K4BS21	K4BS21_SOLLC		
Solyc04g050520.2	K4BS22	K4BS22_SOLLC		
Solyc04g050540.2	K4BS23	K4BS23_SOLLC	101246046	LOC101246046
Solyc04g050550.1	K4BS24	K4BS24_SOLLC	101265725	LOC101265725
Solyc04g050560.2	K4BS25	K4BS25_SOLLC	104646984	LOC104646984
Solyc04g050570.2	K4BS26	K4BS26_SOLLC	101245452	LOC101245452
Solyc04g050580.1	K4BS27	K4BS27_SOLLC		
Solyc04g050590.1	K4BS28	K4BS28_SOLLC		
Solyc04g050600.1	K4BS29	K4BS29_SOLLC		
Solyc04g050620.2	K4BS30	K4BS30_SOLLC	101245153	LOC101245153
Solyc04g050670.1	K4BS31	K4BS31_SOLLC		
Solyc04g050680.1	K4BS32	K4BS32_SOLLC		
Solyc04g050690.1	K4BS33	K4BS33_SOLLC		
Solyc04g050700.1	K4BS34	K4BS34_SOLLC		
Solyc04g050710.1	K4BS35	K4BS35_SOLLC		
Solyc04g050720.2	K4BS36	K4BS36_SOLLC		
Solyc04g050730.2	K4BS37	K4BS37_SOLLC	101244365	LOC101244365
Solyc04g050740.1	K4BS38	K4BS38_SOLLC		
Solyc04g050750.1	K4BS39	K4BS39_SOLLC	101260337	LOC101260337
Solyc04g050760.2	K4BS40	K4BS40_SOLLC	101244071	LOC101244071
Solyc04g050770.1	K4BS41	K4BS41_SOLLC	101259432	LOC101259432
Solyc04g050780.1	K4BS42	K4BS42_SOLLC	101259147	LOC101259147
Solyc04g050790.2	K4BS43	K4BS43_SOLLC		
Solyc04g050800.2				
Solyc04g050810.1	K4BS45	K4BS45_SOLLC		
Solyc04g050820.1	K4BS46	K4BS46_SOLLC		
Solyc04g050840.1	K4BS47	K4BS47_SOLLC		
Solyc04g050850.1	K4BS48	K4BS48_SOLLC		
Solyc04g050860.1	K4BS49	K4BS49_SOLLC		
Solyc04g050880.1	K4BS50	K4BS50_SOLLC		
Solyc04g050890.1	K4BS51	K4BS51_SOLLC		
Solyc04g050900.1	K4BS52	K4BS52_SOLLC		
Solyc04g050910.1	K4BS53	K4BS53_SOLLC		
Solyc04g050920.2	K4BS54	K4BS54_SOLLC	101268176	LOC101268176
Solyc04g050930.2	C0KZ34	C0KZ34_SOLLC	543696	
Solyc04g050940.1	K4BS56	K4BS56_SOLLC		
Solyc04g050950.2	K4BS57	K4BS57_SOLLC	101267701	LOC101267701
Solyc04g050960.2	K4BS58	K4BS58_SOLLC	101267400	LOC101267400
Solyc04g050970.2	K4BS59	K4BS59_SOLLC		
Solyc04g050980.1	K4BS60	K4BS60_SOLLC		
Solyc04g050990.2	K4BS61	K4BS61_SOLLC	101266815	LOC101266815
Solyc04g051000.1	K4BS62	K4BS62_SOLLC		
Solyc04g051010.1	K4BS63	K4BS63_SOLLC		
Solyc04g051020.1	K4BS64	K4BS64_SOLLC		
Solyc04g051030.1	K4BS65	K4BS65_SOLLC		
Solyc04g051040.1	K4BS66	K4BS66_SOLLC		
Solyc04g051050.1	K4BS67	K4BS67_SOLLC		
Solyc04g051060.1	K4BS68	K4BS68_SOLLC		
Solyc04g051070.1	K4BS69	K4BS69_SOLLC		
Solyc04g051080.1	K4BS70	K4BS70_SOLLC		
Solyc04g051090.1	K4BS71	K4BS71_SOLLC		
Solyc04g051100.2	K4BS72	K4BS72_SOLLC		
Solyc04g051110.1	K4BS73	K4BS73_SOLLC		
Solyc04g051120.2	K4BS74	K4BS74_SOLLC	101266328	LOC101266328
Solyc04g051130.1	K4BS75	K4BS75_SOLLC		
Solyc04g051140.1	K4BS76	K4BS76_SOLLC		
Solyc04g051150.2	K4BS77	K4BS77_SOLLC	101266021	LOC101266021
Solyc04g051160.1	K4BS78	K4BS78_SOLLC		
Solyc04g051170.1	K4BS79	K4BS79_SOLLC		
Solyc04g051180.1	K4BS80	K4BS80_SOLLC		
Solyc04g051190.2	D2CV80	D2CV80_SOLLC	100322875	CYP97A29
Solyc04g051200.1	K4BS82	K4BS82_SOLLC	101265535	LOC101265535
Solyc04g051210.1	K4BS83	K4BS83_SOLLC		
Solyc04g051220.1	K4BS84	K4BS84_SOLLC		
Solyc04g051230.1	K4BS85	K4BS85_SOLLC		
Solyc04g051240.1	K4BS86	K4BS86_SOLLC		
Solyc04g051270.1	K4BS87	K4BS87_SOLLC	101265228	LOC101265228
Solyc04g051280.2	K4BS88	K4BS88_SOLLC		
Solyc04g051290.1	K4BS89	K4BS89_SOLLC		
Solyc04g051300.1				
Solyc04g051310.2	K4BS91	K4BS91_SOLLC	101264617	LOC101264617
Solyc04g051320.1	K4BS92	K4BS92_SOLLC		
Solyc04g051330.1	K4BS93	K4BS93_SOLLC		
Solyc04g051340.2	K4BS94	K4BS94_SOLLC	101264314	LOC101264314
Solyc04g051350.2	K4BS95	K4BS95_SOLLC	101263997	LOC101263997
Solyc04g051360.2	K4BS96	K4BS96_SOLLC	101263697	LOC101263697
Solyc04g051370.2	K4BS97	K4BS97_SOLLC	101263403	LOC101263403
Solyc04g051380.1	K4BS98	K4BS98_SOLLC		
Solyc04g051390.2	K4BS99	K4BS99_SOLLC		
Solyc04g051400.1	K4BSA0	K4BSA0_SOLLC		
Solyc04g051410.2	K4BSA1	K4BSA1_SOLLC		
Solyc04g051420.2	K4BSA2	K4BSA2_SOLLC		
Solyc04g051430.1	K4BSA3	K4BSA3_SOLLC		
Solyc04g051440.1	K4BSA4	K4BSA4_SOLLC	104646971	LOC104646971
Solyc04g051450.2	K4BSA5	K4BSA5_SOLLC		
Solyc04g051460.2	K4BSA6	K4BSA6_SOLLC		
Solyc04g051470.1	K4BSA7	K4BSA7_SOLLC		
Solyc04g051480.1	K4BSA8	K4BSA8_SOLLC	101247907	LOC101247907
Solyc04g051490.2	K4BSA9	K4BSA9_SOLLC	101261911	LOC101261911
Solyc04g051500.2	K4BSB0	K4BSB0_SOLLC		
Solyc04g051510.1	Q8GUQ5	BRI1_SOLLC	101261320	CURL3, LOC101261320
Solyc04g051520.1	K4BSB1	K4BSB1_SOLLC		
Solyc04g051530.1	K4BSB2	K4BSB2_SOLLC	101246708	LOC101246708
Solyc04g051540.2	K4BSB3	K4BSB3_SOLLC	101261017	LOC101261017
Solyc04g051550.1	K4BSB4	K4BSB4_SOLLC		
Solyc04g051560.1	K4BSB5	K4BSB5_SOLLC		
Solyc04g051570.2	K4BSB6	K4BSB6_SOLLC		
Solyc04g051580.2	K4BSB7	K4BSB7_SOLLC		
Solyc04g051590.2	K4BSB8	K4BSB8_SOLLC	101260424	LOC101260424
Solyc04g051600.2	K4BSB9	K4BSB9_SOLLC		
Solyc04g051610.2	K4BSC0	K4BSC0_SOLLC		
Solyc04g051620.1	K4BSC1	K4BSC1_SOLLC		
Solyc04g051630.1	K4BSC2	K4BSC2_SOLLC		
Solyc04g051640.2	K4BSC3	K4BSC3_SOLLC		
Solyc04g051650.2	K4BSC4	K4BSC4_SOLLC		
Solyc04g051660.2	K4BSC5	K4BSC5_SOLLC	101259237	LOC101259237
Solyc04g051670.2	K4BSC6	K4BSC6_SOLLC	101258943	LOC101258943
Solyc04g051680.2	K4BSC7	K4BSC7_SOLLC	101258647	LOC101258647
Solyc04g051690.2	K4BSC8	K4BSC8_SOLLC	101258361	LOC101258361
Solyc04g051700.2	K4BSC9	K4BSC9_SOLLC		
Solyc04g051710.1	K4BSD0	K4BSD0_SOLLC	101257761	LOC101257761
Solyc04g051720.2	K4BSD1	K4BSD1_SOLLC	101257462	LOC101257462
Solyc04g051730.1	K4BSD2	K4BSD2_SOLLC	101245248	LOC101245248
Solyc04g051740.1	K4BSD3	K4BSD3_SOLLC		
Solyc04g051760.1	K4BSD4	K4BSD4_SOLLC		
Solyc04g051780.2	K4BSD5	K4BSD5_SOLLC		
Solyc04g051790.1	K4BSD6	K4BSD6_SOLLC		
Solyc04g051800.2	K4BSD7	K4BSD7_SOLLC	101256375	LOC101256375
Solyc04g051810.1	K4BSD8	K4BSD8_SOLLC		
Solyc04g051820.2	K4BSD9	K4BSD9_SOLLC	101256083	LOC101256083
Solyc04g051830.2	K4BSE0	K4BSE0_SOLLC	101255787	LOC101255787
Solyc04g051840.1	K4BSE1	K4BSE1_SOLLC		
Solyc04g051850.2	K4BSE2	K4BSE2_SOLLC		
Solyc04g051860.2	Q00497	SK_SOLLC	544078	SK
Solyc04g051870.1	K4BSE3	K4BSE3_SOLLC	101255193	LOC101255193
Solyc04g051880.1	K4BSE4	K4BSE4_SOLLC		
Solyc04g051890.1	K4BSE5	K4BSE5_SOLLC		
Solyc04g052890.1	K4BSE6	K4BSE6_SOLLC		
Solyc04g052900.1	K4BSE7	K4BSE7_SOLLC		
Solyc04g052910.1	K4BSE8	K4BSE8_SOLLC		
Solyc04g052920.1	K4BSE9	K4BSE9_SOLLC		
Solyc04g052930.1	K4BSF0	K4BSF0_SOLLC		
Solyc04g052940.1	K4BSF1	K4BSF1_SOLLC		
Solyc04g052950.1	K4BSF2	K4BSF2_SOLLC		
Solyc04g052960.1	K4BSF3	K4BSF3_SOLLC		
Solyc04g052970.1	K4BSF4	K4BSF4_SOLLC		
Solyc04g052980.1	K4BSF5	K4BSF5_SOLLC	101253994	LOC101253994
Solyc04g052990.1	K4BSF6	K4BSF6_SOLLC	101253683	LOC101253683
Solyc04g053000.1	K4BSF7	K4BSF7_SOLLC		
Solyc04g053010.1	K4BSF8	K4BSF8_SOLLC	101253080	LOC101253080
Solyc04g053020.1	K4BSF9	K4BSF9_SOLLC	101252771	LOC101252771
Solyc04g053030.1	K4BSG0	K4BSG0_SOLLC	101252479	LOC101252479
Solyc04g053040.2	K4BSG1	K4BSG1_SOLLC		
Solyc04g053050.2	K4BSG2	K4BSG2_SOLLC		
Solyc04g053060.2	K4BSG3	K4BSG3_SOLLC		
Solyc04g053070.1	K4BSG4	K4BSG4_SOLLC		
Solyc04g053080.2	K4BSG5	K4BSG5_SOLLC		
Solyc04g053090.1	K4BSG6	K4BSG6_SOLLC	101267017	LOC101267017
Solyc04g053100.1	K4BSG7	K4BSG7_SOLLC		
Solyc04g053110.1	K4BSG8	K4BSG8_SOLLC	101251278	LOC101251278
Solyc04g053120.2	K4BSG9	K4BSG9_SOLLC	101250983	LOC101250983
Solyc04g053130.2	K4BSH0	K4BSH0_SOLLC	101250395	LOC101250395
Solyc04g053140.1	K4BSH1	K4BSH1_SOLLC	101250109	LOC101250109
Solyc04g054140.2	K4BSH2	K4BSH2_SOLLC	101249347	LOC101249347
Solyc04g054150.1	K4BSH3	K4BSH3_SOLLC	104646961	LOC104646961
Solyc04g054170.2	K4BSH4	K4BSH4_SOLLC		
Solyc04g054180.2	K4BSH5	K4BSH5_SOLLC	101248476	LOC101248476
Solyc04g054190.2	K4BSH6	K4BSH6_SOLLC	101248189	LOC101248189
Solyc04g054200.2	K4BSH7	K4BSH7_SOLLC	101247906	LOC101247906
Solyc04g054220.2	K4BSH8	K4BSH8_SOLLC	101263999	LOC101263999
Solyc04g054230.1	K4BSH9	K4BSH9_SOLLC		
Solyc04g054250.2	K4BSI0	K4BSI0_SOLLC	101263405	LOC101263405
Solyc04g054260.2	K4BSI1	K4BSI1_SOLLC	101247609	LOC101247609
Solyc04g054270.2	K4BSI2	K4BSI2_SOLLC	101262511	LOC101262511
Solyc04g054280.1	G9HPW9	G9HPW9_SOLLC	101055551	LOC101055551
Solyc04g054290.1	K4BSI4	K4BSI4_SOLLC	101262206	LOC101262206
Solyc04g054300.1	K4BSI5	K4BSI5_SOLLC		
Solyc04g054310.2	K4BSI6	K4BSI6_SOLLC	101247011	LOC101247011
Solyc04g054320.2	Q94EX6	Q94EX6_SOLLC	543697	NITF
Solyc04g054330.2	K4BSI8	K4BSI8_SOLLC	101246707	LOC101246707
Solyc04g054340.1	K4BSI9	K4BSI9_SOLLC		
Solyc04g054350.1	K4BSJ0	K4BSJ0_SOLLC		
Solyc04g054360.1	K4BSJ1	K4BSJ1_SOLLC		
Solyc04g054370.1	K4BSJ2	K4BSJ2_SOLLC	101246418	LOC101246418
Solyc04g054380.1	G5CV47	G5CV47_SOLLC	101261912	LOC101261912, TPS28
Solyc04g054390.1	K4BSJ4	K4BSJ4_SOLLC		
Solyc04g054400.2	K4BSJ5	K4BSJ5_SOLLC	101246130	LOC101246130
Solyc04g054410.2	K4BSJ6	K4BSJ6_SOLLC	101245837	LOC101245837
Solyc04g054420.1	K4BSJ7	K4BSJ7_SOLLC		
Solyc04g054430.1	K4BSJ8	K4BSJ8_SOLLC		
Solyc04g054440.1	K4BSJ9	K4BSJ9_SOLLC		
Solyc04g054450.1	K4BSK0	K4BSK0_SOLLC	101261321	LOC101261321
Solyc04g054460.2	K4BSK1	K4BSK1_SOLLC	101244861	LOC101244861
Solyc04g054470.2	K4BSK2	K4BSK2_SOLLC	101244573	LOC101244573
Solyc04g054480.2	K4BSK3	K4BSK3_SOLLC		
Solyc04g054490.2	K4BSK4	K4BSK4_SOLLC	101243983	LOC101243983
Solyc04g054500.2	K4BSK5	K4BSK5_SOLLC	101243699	LOC101243699
Solyc04g054510.2	K4BSK6	K4BSK6_SOLLC	101268675	LOC101268675
Solyc04g054520.2	K4BSK7	K4BSK7_SOLLC	101268384	LOC101268384
Solyc04g054530.1	K4BSK8	K4BSK8_SOLLC		
Solyc04g054570.1	K4BSK9	K4BSK9_SOLLC		
Solyc04g054600.1	K4BSL0	K4BSL0_SOLLC		
Solyc04g054620.1	K4BSL1	K4BSL1_SOLLC		
Solyc04g054630.1	K4BSL2	K4BSL2_SOLLC		
Solyc04g054650.1	K4BSL3	K4BSL3_SOLLC		
Solyc04g054660.1	K4BSL4	K4BSL4_SOLLC		
Solyc04g054670.1	K4BSL5	K4BSL5_SOLLC		
Solyc04g054680.1	K4BSL6	K4BSL6_SOLLC		
Solyc04g054690.2	K4BSL7	K4BSL7_SOLLC	778230	
Solyc04g054700.2				
Solyc04g054710.2	E5LBC4	E5LBC4_SOLLC	100736464	PAT
Solyc04g054720.2	K4BSM0	K4BSM0_SOLLC	101257464	LOC101257464
Solyc04g054730.2	K4BSM1	K4BSM1_SOLLC	101267799	LOC101267799, ST2.1, ST2.2
Solyc04g054740.2	K4BSM2	K4BSM2_SOLLC	544226	LOC544226
Solyc04g054750.1				
Solyc04g054760.2	K4BSM4	K4BSM4_SOLLC	101267225	LOC101267225
Solyc04g054770.1	K4BSM5	K4BSM5_SOLLC		
Solyc04g054780.2				
Solyc04g054790.1	K4BSM7	K4BSM7_SOLLC		
Solyc04g054800.2	K4BSM8	K4BSM8_SOLLC		
Solyc04g054810.2	K4BSM9	K4BSM9_SOLLC	101266327	LOC101266327
Solyc04g054820.2	K4BSN0	K4BSN0_SOLLC	101265817	LOC101265817
Solyc04g054830.2	K4BSN1	K4BSN1_SOLLC		
Solyc04g054840.1	K4BSN2	K4BSN2_SOLLC	101255685	LOC101255685
Solyc04g054850.1	K4BSN3	K4BSN3_SOLLC		
Solyc04g054860.1	K4BSN4	K4BSN4_SOLLC		
Solyc04g054870.1	K4BSN5	K4BSN5_SOLLC		
Solyc04g054880.2	K4BSN6	K4BSN6_SOLLC	101265534	LOC101265534
Solyc04g054890.2	K4BSN7	K4BSN7_SOLLC	101265227	LOC101265227
Solyc04g054900.2	K4BSN8	K4BSN8_SOLLC	101264921	LOC101264921
Solyc04g054910.2	K4BSN9	K4BSN9_SOLLC		
Solyc04g054920.1	K4BSP0	K4BSP0_SOLLC		
Solyc04g054930.2	K4BSP1	K4BSP1_SOLLC		
Solyc04g054940.1	K4BSP2	K4BSP2_SOLLC		
Solyc04g054950.2	K4BSP3	K4BSP3_SOLLC	101263402	LOC101263402
Solyc04g054960.1	K4BSP4	K4BSP4_SOLLC	101263106	LOC101263106
Solyc04g054970.1	K4BSP5	K4BSP5_SOLLC		
Solyc04g054980.2	K4BSP6	K4BSP6_SOLLC	101262805	LOC101262805
Solyc04g054990.2	K4BSP7	K4BSP7_SOLLC	101262509	LOC101262509
Solyc04g055000.2	K4BSP8	K4BSP8_SOLLC	101262205	LOC101262205
Solyc04g055010.2	K4BSP9	K4BSP9_SOLLC	101261910	LOC101261910
Solyc04g055020.1	K4BSQ0	K4BSQ0_SOLLC	101253277	LOC101253277
Solyc04g055030.1	K4BSQ1	K4BSQ1_SOLLC	101252979	LOC101252979
Solyc04g055050.1	K4BSQ2	K4BSQ2_SOLLC	104646939	LOC104646939
Solyc04g055060.1	K4BSQ3	K4BSQ3_SOLLC		
Solyc04g055070.1	K4BSQ4	K4BSQ4_SOLLC		
